ID,Gender,Marital_Status,Age,KidAge,Education,Income,Family_Size,Level,Recency
459450,Male,Yes,55,30,Yes,221648,4,A,88
463255,Male,No,42,17,Yes,531020,2,A,101
462574,Male,No,20,,No,150432,5,D,11
465761,Female,No,42,17,Yes,503898,2,A,112
467728,Female,Yes,38,13,No,171290,5,B,50
465841,Female,No,52,,Yes,137183,1,A,124
460117,Female,Yes,48,,Yes,286714,1,D,17
466619,Male,Yes,37,12,Yes,616234,2,C,44
461722,Male,No,27,2,No,239854,3,B,134
460898,Male,Yes,48,23,No,387586,4,B,16
463627,Female,No,25,,Yes,369585,2,D,18
460403,Female,No,56,,Yes,302822,1,A,50
459818,Female,Yes,68,,No,162707,1,D,124
463732,Male,No,21,,No,195553,4,D,44
462499,Female,Unknown,72,47,No,239962,2,D,101
467112,Male,No,43,18,Yes,224883,2,B,1
459902,Male,Yes,52,27,Yes,282794,2,C,21
463233,Male,Yes,50,25,No,292940,5,B,42
467721,Male,No,41,,Yes,452329,1,D,115
465915,Male,Yes,40,15,Yes,720390,2,B,14
464506,Male,No,32,7,Yes,282593,2,D,121
460624,Male,Yes,57,32,Yes,101005,2,A,8
462020,Female,No,25,,Yes,344059,2,C,39
464320,Male,Yes,74,49,No,203614,2,A,133
467687,Male,No,38,13,Yes,459372,4,D,115
461561,Female,Yes,46,21,Yes,255799,2,C,118
465953,Female,No,50,,Yes,436182,1,D,94
463309,Male,Yes,50,25,Yes,490253,2,B,6
459134,Female,Yes,69,44,Yes,150969,2,C,16
464195,Male,No,29,,Yes,319660,1,A,11
467696,Male,Yes,84,59,Yes,204926,3,B,12
459586,Male,Yes,73,,No,498427,2,C,27
466504,Male,Yes,38,13,No,663078,5,B,52
466792,Female,Yes,82,,No,200075,1,A,77
459875,Male,Yes,71,,No,212068,2,A,93
463837,Female,Yes,50,25,No,142382,3,B,54
465384,Male,Yes,56,31,Yes,225721,2,B,82
462050,Male,No,19,,No,192156,3,D,143
465268,Male,Yes,29,4,No,360969,3,B,143
461370,Male,No,26,1,Yes,266899,3,D,115
464225,Female,No,31,6,No,313883,5,C,143
466665,Male,Yes,42,17,Yes,346545,2,A,1
462290,Female,No,33,,Yes,264033,1,B,2
459326,Male,Yes,35,10,No,113052,5,D,10
464926,Female,Yes,46,21,No,161069,3,A,50
460343,Female,No,67,42,Yes,316275,2,B,14
463626,Female,No,35,10,No,405545,2,D,41
464266,Male,No,28,3,No,300284,3,A,78
464491,Female,No,43,,No,384064,1,D,116
467698,Female,Yes,40,,No,501614,2,A,8
463440,Female,Yes,73,48,Yes,309322,3,C,1
463602,Female,No,21,,No,260032,4,D,1
464706,Female,No,32,7,No,301287,3,D,51
467220,Female,No,36,,No,160265,1,D,31
460313,Male,No,32,7,Yes,554774,3,A,2
465497,Male,No,25,,No,111922,3,A,131
465846,Female,No,40,,Yes,509297,1,A,114
463374,Female,No,19,,No,120401,3,D,46
462704,Male,Yes,48,23,Yes,463171,5,B,122
462160,Female,No,36,11,Yes,556880,3,C,26
461365,Male,No,27,2,No,213741,3,D,1
464205,Female,Yes,82,57,No,496068,2,B,10
459294,Male,No,23,,No,288601,4,D,117
460318,Male,No,30,5,Yes,787667,3,D,70
467967,Male,No,30,5,Yes,545788,4,A,92
461797,Male,No,30,5,Yes,170071,3,D,33
462980,Male,No,28,3,Yes,521646,5,C,1
462361,Male,Yes,60,35,Yes,231650,2,A,8
461855,Female,Yes,52,27,Yes,431686,2,C,88
461069,Female,No,19,,No,204651,1,D,118
467522,Female,No,19,,No,169149,2,D,39
463327,Male,Yes,40,15,No,304099,5,D,139
459824,Male,No,38,,Yes,670254,1,D,133
461051,Female,Yes,71,46,Yes,616977,2,B,95
461142,Female,No,40,15,Yes,166921,3,B,95
461521,Male,Yes,68,43,Yes,216444,2,B,139
459422,Male,Yes,50,25,Yes,438859,4,A,1
467792,Male,No,21,,No,224441,4,D,2
467432,Male,No,29,4,Yes,205353,3,B,15
464016,Female,Unknown,29,,Yes,449752,1,A,1
464654,Female,Yes,39,14,No,174466,4,B,129
459111,Male,Yes,41,16,Yes,202862,4,B,117
459408,Male,No,28,,No,228999,1,D,67
466473,Female,No,22,,No,112165,3,D,133
464365,Male,No,35,,Yes,258096,1,A,134
460046,Female,Yes,49,24,Yes,456313,2,B,66
466698,Female,Yes,26,1,Yes,178515,2,D,8
460609,Female,No,33,,No,213828,1,C,39
459927,Female,No,27,2,No,130900,2,D,2
467057,Female,No,50,25,No,590326,2,A,101
466052,Female,Yes,37,12,Yes,100000,2,D,82
464210,Male,No,43,18,Yes,245467,2,A,57
465873,Male,No,35,,Yes,757393,1,D,62
459802,Female,Yes,50,,Yes,485048,1,C,90
464817,Male,No,31,,Yes,415702,1,A,2
465540,Female,Yes,29,4,No,161978,2,D,102
460845,Female,No,20,,No,104295,2,D,8
459072,Male,Yes,66,41,Yes,584088,2,C,1
465694,Male,Yes,37,12,Yes,216033,2,A,52
466381,Male,Yes,52,27,Yes,426807,2,C,75
460947,Male,Yes,45,20,Yes,324943,5,C,88
467338,Female,No,27,2,Yes,205018,6,D,9
467189,Female,Yes,46,21,Yes,366553,4,C,80
466456,Female,Yes,43,,No,273888,1,A,39
463805,Female,No,32,7,No,260593,6,C,62
462427,Male,Yes,87,62,Yes,237634,4,C,25
462785,Female,Yes,40,15,Yes,157345,5,B,21
466906,Male,No,59,34,Yes,363463,2,B,22
461842,Male,Yes,63,38,Yes,298280,3,C,9
462229,Male,No,23,,No,176386,8,D,49
462372,Female,Yes,65,40,No,238516,2,A,117
462400,Male,No,47,,Yes,208419,1,B,118
466598,Female,Yes,45,20,Yes,354509,2,C,33
466940,Male,Yes,79,,No,243602,1,D,25
461754,Male,Yes,65,40,No,515482,2,B,11
461376,Female,No,38,13,Yes,143943,2,B,101
459427,Female,Yes,28,3,Yes,196319,2,D,46
462025,Male,No,20,,No,224336,3,D,96
465720,Female,Yes,36,11,Yes,477100,2,C,17
466354,Male,No,22,,No,164885,4,D,83
463857,Male,Yes,56,31,No,153966,4,B,113
465849,Female,No,32,7,Yes,359287,3,A,1
464100,Female,No,33,,Yes,231038,1,D,17
461444,Female,Yes,68,43,Yes,369121,2,C,17
461828,Male,Yes,53,28,Yes,402463,3,C,148
464711,Female,Yes,38,13,Yes,619676,3,B,149
462759,Male,No,22,,No,237691,5,D,73
465349,Female,Yes,49,24,Yes,337976,4,C,129
459449,Male,Yes,43,18,Yes,425169,2,B,24
463407,Female,No,33,,No,203088,1,D,1
466632,Female,Yes,57,32,Yes,327507,2,C,11
464641,Female,Yes,65,40,Yes,220708,6,D,1
460290,Female,Unknown,50,,Yes,456056,1,B,21
462154,Male,Yes,36,11,Yes,430106,2,C,1
464754,Female,Yes,43,18,No,137201,7,A,67
460167,Female,No,18,,No,447567,5,C,1
461987,Female,Yes,43,18,No,168385,2,B,43
463259,Male,Yes,75,,Yes,161963,1,A,1
464421,Female,Yes,27,2,No,261437,4,D,134
461628,Male,Yes,39,14,Yes,179025,2,B,11
459126,Male,Yes,61,36,Yes,228400,2,B,1
460639,Female,Yes,73,48,Yes,192975,5,D,74
465143,Male,No,26,1,Yes,177179,5,C,1
460860,Male,Yes,52,27,Yes,366163,4,B,70
467629,Male,Yes,50,,Yes,374390,1,B,1
461720,Female,No,51,,Yes,309481,1,B,19
460086,Male,Yes,50,25,No,399207,3,C,30
465832,Male,Yes,53,28,Yes,537604,5,B,1
467070,Male,Yes,40,15,No,464846,4,D,118
459602,Female,Yes,86,,No,206072,1,D,3
463541,Female,No,26,1,No,248470,3,B,101
462431,Male,No,32,7,No,592224,4,A,16
461387,Female,No,22,,No,281755,3,D,104
461693,Female,Yes,36,11,Yes,421159,4,B,38
466793,Female,Unknown,62,37,Yes,234114,3,B,7
466010,Female,Yes,69,,No,270715,1,A,75
465674,Female,No,39,14,Yes,550025,2,A,64
459405,Female,Yes,81,56,No,289622,2,A,23
465989,Female,No,28,3,No,322524,2,D,64
465598,Male,No,28,3,Yes,133357,5,D,38
466093,Male,No,52,27,Yes,486633,5,B,55
462773,Female,Yes,40,15,Yes,356664,5,B,111
467087,Male,No,68,,Yes,156306,1,B,1
465763,Female,Yes,37,12,No,489935,2,D,1
462958,Male,No,26,1,No,156407,5,D,70
467056,Female,No,31,,No,129053,1,A,100
461990,Female,Yes,68,43,Yes,237773,2,C,6
464480,Male,Yes,42,17,Yes,277158,3,C,1
461318,Female,Yes,56,31,Yes,269032,6,C,1
467398,Male,Yes,37,12,No,604084,2,A,137
464222,Male,Yes,58,,Yes,343375,1,D,62
465427,Male,No,33,,Yes,280578,1,A,1
460652,Female,No,31,,No,100000,1,D,48
463642,Female,No,27,2,Yes,233613,3,B,3
462672,Male,No,25,,No,228734,4,D,68
466112,Male,Yes,51,26,Yes,425971,2,B,144
459831,Male,Yes,37,12,No,176545,3,D,111
463027,Male,Yes,69,44,Yes,211209,4,B,73
462467,Female,Yes,45,,No,255846,1,A,36
461469,Male,Yes,38,13,Yes,360072,2,C,106
461562,Male,Yes,51,26,Yes,289717,4,C,78
467051,Female,No,19,,No,210706,4,D,70
465928,Female,No,32,7,Yes,225162,3,D,35
462491,Male,No,31,6,Yes,395675,5,C,75
460642,Male,No,19,,No,171038,3,D,72
460988,Male,Yes,41,16,Yes,586373,3,C,42
460634,Female,No,39,14,No,582076,6,D,1
461108,Male,No,21,,No,180919,4,D,129
464175,Female,No,30,,No,129584,1,D,75
463329,Male,No,23,,No,113717,6,D,69
466153,Male,Yes,65,40,No,440124,2,C,99
467027,Male,No,31,6,No,246788,5,D,117
459707,Female,Yes,74,,Yes,149735,2,D,62
466710,Female,Yes,73,48,No,309003,2,C,83
465616,Male,Yes,42,17,Yes,298381,2,C,71
463173,Male,No,47,,Yes,393041,1,B,1
465779,Female,No,19,,No,111067,5,D,136
465826,Male,Yes,45,20,No,488091,9,D,23
463063,Female,No,25,,No,206476,7,B,11
463575,Female,No,28,3,Yes,435356,3,D,104
466480,Female,Yes,40,15,Yes,364194,2,C,49
463175,Female,Unknown,40,15,No,164561,4,A,66
462046,Female,No,30,,Yes,313891,1,D,52
466075,Female,Yes,50,25,Yes,134485,4,B,40
461723,Male,No,26,1,Yes,269434,2,C,5
460783,Male,Yes,82,,Yes,203736,1,B,19
465962,Male,Yes,33,8,Yes,144056,2,A,107
462781,Male,No,50,25,No,187731,2,C,1
466020,Male,Yes,83,,No,157945,1,D,97
461502,Female,No,37,,Yes,280005,1,B,101
463280,Male,Yes,37,12,Yes,378671,2,A,5
466936,Male,Yes,55,30,No,252456,3,C,12
460552,Male,Yes,61,36,Yes,253248,2,C,102
459345,Female,Yes,39,,Yes,488473,1,B,48
464256,Male,Yes,40,15,Yes,363786,2,C,138
467097,Male,Yes,55,,Yes,461634,1,B,46
462571,Male,Yes,50,,Yes,169524,1,D,118
463765,Male,No,26,1,Yes,352541,3,D,41
460152,Female,No,53,,Yes,299317,1,C,37
463415,Female,No,28,3,Yes,170251,5,B,39
459587,Female,No,32,7,Yes,554963,3,A,1
460995,Female,No,31,,Yes,161806,1,D,109
465426,Male,No,30,5,No,127081,4,B,140
461452,Female,No,31,6,Yes,280049,4,A,1
460797,Male,Yes,47,,Yes,483472,1,A,119
466618,Male,Yes,49,24,Yes,474176,2,C,7
462168,Male,Yes,37,12,Yes,407658,3,B,78
465338,Male,Yes,47,22,Yes,506258,4,C,116
463501,Male,Yes,52,27,Yes,448141,2,C,3
460817,Female,No,20,,No,490391,7,C,41
459726,Male,Yes,79,54,No,204110,2,B,46
463516,Male,Yes,47,22,No,361149,6,C,27
466751,Female,No,20,,,132773,4,D,1
463359,Male,No,23,,No,168527,4,D,55
463488,Female,No,29,4,No,178262,4,A,117
465872,Female,No,33,,Yes,222874,1,A,77
460588,Male,No,21,,No,155776,4,D,143
460236,Male,No,18,,No,203034,4,D,74
460802,Male,Yes,70,45,Yes,239566,2,C,140
459467,Female,Yes,56,31,Yes,298572,2,C,60
466953,Male,Yes,42,17,Yes,272691,2,B,2
459086,Female,No,28,3,No,169766,2,B,27
464915,Male,Yes,41,16,Yes,474386,4,B,65
460827,Male,Yes,81,,Yes,263199,1,D,3
464272,Male,No,30,5,Yes,291958,2,A,47
461063,Male,Yes,53,28,No,183926,2,D,80
467302,Male,No,26,1,Yes,498320,4,D,71
461935,Male,Yes,51,26,Yes,212712,3,C,15
459089,Male,No,19,,No,557392,7,B,61
462365,Male,Yes,75,50,Yes,217672,2,B,6
459628,Female,Yes,51,,Yes,124542,1,A,139
467332,Female,Yes,70,45,Yes,100000,2,B,139
460443,Female,No,38,,Yes,272700,1,A,1
462195,Female,No,21,,No,154033,4,D,2
466228,Male,Yes,80,,No,212732,1,B,14
461952,Female,Yes,19,,No,477799,2,D,6
467589,Male,No,33,,No,565843,1,D,10
466107,Male,Yes,48,23,Yes,467582,6,C,116
462199,Female,No,33,8,No,273203,3,D,67
466452,Female,No,33,8,Yes,131795,3,D,23
467074,Female,No,31,6,No,157681,4,C,31
464233,Female,Yes,48,23,Yes,457253,2,C,1
462225,Male,Yes,49,24,No,129357,8,D,40
465970,Female,Yes,38,,No,241537,1,B,41
460094,Female,No,39,,Yes,471335,1,A,2
467428,Female,Yes,46,21,Yes,573808,2,B,36
465623,Male,Yes,41,16,Yes,503176,2,C,131
467516,Female,Yes,31,6,No,368782,3,A,18
462975,Male,Yes,37,12,Yes,636053,2,C,109
462389,Female,Yes,58,,No,162512,1,B,126
461556,Female,Yes,49,24,Yes,130701,2,A,60
465964,Female,Yes,47,,No,192349,1,D,13
460724,Male,No,30,5,Yes,258552,4,D,1
460660,Male,No,41,,,676876,1,A,23
466787,Female,Yes,33,8,Yes,238444,2,A,137
467256,Male,No,33,8,No,143528,4,B,59
467414,Male,No,27,,Yes,183563,1,D,79
466742,Male,Yes,45,20,No,307111,2,A,30
466017,Female,Yes,45,,Yes,100000,1,B,1
463079,Female,No,35,,No,257603,1,D,111
459679,Female,No,21,,No,427004,4,D,72
465930,Female,No,36,11,Yes,632471,2,A,5
464821,Female,Yes,56,,No,122114,1,D,34
460175,Female,No,28,3,No,363742,5,C,16
466725,Female,Yes,89,64,No,202432,2,A,1
465095,Male,Yes,48,23,Yes,307823,4,C,1
465452,Male,Yes,47,22,No,518753,5,C,44
463473,Male,No,23,,No,221434,3,D,1
463213,Female,No,18,,No,172030,4,D,2
467653,Male,Yes,58,33,Yes,161208,2,C,48
463218,Male,Yes,42,17,No,598534,3,A,102
461289,Male,No,22,,No,201203,3,D,3
459983,Female,Yes,50,,Yes,394326,1,B,22
465845,Female,Yes,40,15,Yes,484800,2,B,80
462363,Male,Yes,73,48,No,322876,2,D,62
460575,Female,No,27,,No,223724,1,D,148
461509,Male,Yes,40,15,Yes,474647,3,B,33
460542,Female,Yes,81,,No,259054,2,B,19
461148,Male,Unknown,37,12,Yes,424767,3,A,58
464064,Female,Yes,39,14,No,203151,2,B,50
460545,Male,Yes,83,58,No,232178,3,D,61
459303,Male,Yes,55,,Yes,342518,1,B,143
462568,Male,Yes,51,26,Yes,258251,3,A,144
462635,Male,Yes,42,17,No,146290,4,A,25
464456,Male,Yes,27,2,Yes,443168,4,C,103
465106,Male,Yes,53,28,Yes,470076,2,C,100
467605,Female,Yes,40,15,Yes,135277,7,A,4
466116,Male,Yes,62,37,Yes,300441,9,C,1
461388,Male,No,21,,No,170632,5,D,65
466155,Male,Yes,40,15,Yes,457175,2,A,15
467176,Male,No,27,2,No,240787,3,A,6
459400,Female,Yes,84,59,No,237876,2,B,1
466784,Male,No,26,,No,285668,1,D,52
460320,Male,No,26,1,No,598669,4,C,3
466454,Male,No,33,,Yes,474828,1,A,7
467028,Male,No,27,,Yes,371031,1,D,117
464827,Female,Yes,46,21,No,605609,5,D,131
465463,Female,No,28,3,No,212675,5,A,24
464501,Female,No,25,,No,202826,3,A,53
460659,Female,Yes,47,22,Yes,226282,3,A,9
463715,Female,No,32,7,No,445173,4,C,142
461028,Female,No,21,,No,256187,4,D,60
466766,Male,Yes,73,48,Yes,218074,4,C,105
462475,Male,Yes,35,10,Yes,458961,2,B,51
465770,Male,No,52,,Yes,479155,1,B,1
466823,Male,Yes,40,15,Yes,378786,2,B,6
463505,Male,No,31,,Yes,126033,1,D,15
467083,Female,Yes,88,63,Yes,208440,2,A,8
467675,Female,No,39,,No,167208,1,A,127
464080,Female,No,41,16,Yes,214674,2,C,64
462287,Female,Yes,73,48,Yes,396598,2,C,40
466503,Male,Yes,45,20,Yes,444013,5,B,96
461847,Male,Yes,41,16,No,559332,4,A,73
461447,Male,Yes,75,50,Yes,194225,2,C,88
459982,Male,No,39,14,Yes,703203,2,A,136
463316,Female,Yes,89,64,No,241371,2,A,27
466758,Male,Yes,45,,Yes,216698,1,A,68
464307,Female,Yes,50,25,Yes,262299,2,C,122
461344,Male,Yes,43,18,No,139013,2,B,80
463353,Male,Yes,50,25,Yes,471239,4,B,132
467349,Female,No,53,,No,533260,1,D,14
462607,Female,Unknown,37,12,No,161706,3,D,16
467172,Male,No,40,15,,604952,2,C,83
464324,Male,Yes,76,,Yes,217812,1,D,128
462108,Female,Yes,27,2,Yes,100000,2,A,135
459288,Male,Yes,41,16,Yes,298222,2,A,46
460050,Male,Yes,50,25,Yes,592834,2,A,12
464994,Male,Yes,56,31,Yes,551783,5,C,58
464903,Male,Yes,28,3,No,565587,2,A,62
461251,Female,No,46,,Yes,260292,1,D,32
463165,Female,Yes,72,47,Yes,236439,2,A,111
460419,Female,Yes,41,,No,267804,1,A,96
465981,Male,No,28,3,No,243956,2,A,26
465281,Female,Yes,27,2,Yes,396435,2,C,68
463781,Female,No,32,7,No,199800,4,D,113
466569,Female,No,20,,No,426778,4,A,148
466547,Male,Yes,45,20,Yes,513430,5,B,51
464631,Male,No,59,34,Yes,363407,2,C,1
465957,Female,No,46,,Yes,170296,1,D,21
459848,Male,Yes,46,21,Yes,324318,3,C,34
461642,Male,No,41,16,Yes,600809,2,A,20
467259,Male,Yes,70,45,Yes,210073,2,B,116
459388,Female,Unknown,25,,Yes,100000,1,D,19
463439,Male,Yes,42,17,Yes,519153,3,B,40
464764,Female,Yes,60,35,No,139912,9,A,3
467073,Male,No,37,,Yes,165567,1,D,96
460480,Male,No,18,,No,217623,7,D,1
464419,Male,Yes,52,27,Yes,238601,3,C,31
463686,Female,No,32,7,No,512612,4,A,73
459411,Male,Yes,74,,No,271579,1,A,33
463774,Male,Yes,29,4,Yes,242577,2,A,86
463671,Male,Yes,37,12,Yes,456144,3,C,78
466986,Male,Yes,45,20,No,434169,3,B,32
465508,Male,No,22,,No,238523,4,D,32
463284,Female,Yes,60,,Yes,152124,2,B,110
465351,Female,Yes,51,26,Yes,444866,2,B,61
464001,Male,Yes,59,34,Yes,255494,2,C,69
459483,Male,Yes,55,30,Yes,377229,2,A,75
466013,Male,No,22,,No,140900,3,D,105
459763,Male,No,18,,No,413660,4,D,6
466490,Female,Yes,84,59,No,236388,2,B,13
463024,Male,No,35,,Yes,292307,1,A,130
463665,Male,Yes,50,25,Yes,597438,3,C,33
463459,Male,Yes,73,48,Yes,321434,3,C,9
462756,Female,No,23,,No,140184,4,B,71
461414,Male,No,30,5,Yes,565837,5,D,69
463915,Female,No,21,,Yes,151538,5,D,20
463543,Male,No,18,,No,252361,4,D,86
462768,Male,Yes,46,21,Yes,344205,3,B,10
461876,Male,No,32,7,Yes,613730,2,D,52
462135,Female,No,36,11,Yes,130373,3,D,7
458998,Male,Yes,37,12,No,294546,2,D,78
466432,Male,No,42,,Yes,512607,1,A,6
464722,Male,Yes,35,,Yes,289124,2,D,56
460389,Female,Yes,42,17,Yes,197841,2,D,2
460663,Female,No,33,,No,100000,1,D,66
463484,Female,Yes,35,10,No,132695,2,D,142
467771,Female,Yes,59,34,Yes,347374,5,C,101
462084,Male,Yes,70,,Yes,327257,1,B,11
463621,Male,Yes,53,,No,551271,1,A,143
467021,Female,Yes,80,55,No,237548,2,D,41
459056,Male,Yes,56,31,No,461418,3,B,139
467563,Male,Yes,39,14,Yes,464680,2,C,19
459820,Female,Yes,73,48,Yes,456396,3,C,43
467306,Female,Yes,58,33,Yes,499146,5,C,1
464865,Female,No,30,5,No,100000,9,A,141
463585,Female,No,23,,No,237015,3,D,75
466186,Male,Yes,59,34,Yes,447289,4,C,102
459619,Female,Yes,56,31,Yes,223899,2,D,40
466699,Female,Yes,40,,Yes,327405,1,B,134
465517,Female,Yes,68,43,Yes,279531,2,A,134
459237,Male,No,29,4,Yes,439046,6,A,106
461757,Female,Yes,55,30,Yes,393144,3,C,68
466309,Male,No,21,,No,132763,4,D,60
466532,Female,No,19,,No,166924,4,D,27
460832,Female,Yes,41,16,No,183931,4,D,108
461531,Male,No,41,,Yes,261404,1,A,105
467304,Male,No,33,8,No,290677,2,C,1
463124,Male,Yes,31,6,No,408450,2,B,46
461463,Male,No,41,,Yes,418839,1,B,88
464566,Male,Yes,35,10,Yes,200787,4,A,134
462070,Male,Yes,41,16,Yes,556239,2,B,82
464162,Male,Yes,81,56,Yes,250430,2,C,106
466554,Male,No,26,1,No,164882,3,D,111
462793,Male,Yes,42,17,No,412980,5,B,2
465657,Female,Yes,53,28,Yes,399949,2,C,39
460530,Female,Yes,33,8,Yes,633995,3,D,112
464045,Male,Yes,39,14,Yes,215501,2,C,114
465633,Male,Yes,83,58,Yes,205297,2,B,82
462905,Female,No,25,,No,472327,3,C,124
466254,Male,No,40,15,Yes,468475,2,A,111
460617,Female,No,22,,No,193838,4,D,34
465468,Female,Yes,37,12,Yes,276919,2,C,143
466125,Female,Yes,65,40,Yes,358459,2,B,77
465207,Male,Yes,49,24,Yes,375589,2,C,56
463332,Female,Yes,38,13,Yes,148934,2,C,16
459924,Female,Yes,65,40,Yes,498027,2,C,106
466143,Female,Yes,48,23,No,159004,5,C,85
466375,Male,Yes,52,27,Yes,494158,4,C,11
462951,Male,Yes,73,,Yes,192830,1,D,102
465654,Female,No,48,,Yes,175138,1,B,94
460987,Male,No,25,,Yes,274903,2,D,88
461681,Male,No,31,6,Yes,306581,3,D,77
462820,Male,No,25,,No,798166,9,C,50
467518,Male,No,21,,No,251534,1,D,24
467525,Male,No,20,,No,183543,4,D,99
465876,Male,No,25,,No,244960,3,A,51
464199,Male,Yes,25,,Yes,370016,2,A,1
462746,Male,No,29,4,No,483561,3,B,32
463261,Female,Yes,72,47,No,588616,3,B,129
467548,Male,Yes,48,23,Yes,290285,2,B,1
460924,Male,No,28,3,No,216891,5,D,144
463368,Female,Yes,42,17,Yes,225222,3,C,11
459957,Female,Yes,32,7,Yes,275295,3,A,36
459191,Male,Yes,49,,Yes,479131,1,B,41
462479,Female,Yes,55,30,Yes,486628,2,C,1
466570,Female,Yes,40,15,Yes,279809,3,A,44
459407,Female,No,37,12,Yes,204673,3,A,4
467331,Male,No,27,2,No,238062,4,D,61
463377,Female,Yes,32,7,Yes,100000,2,B,90
467456,Male,Yes,36,11,No,397332,4,A,30
463058,Female,No,28,,Yes,100000,1,D,61
467401,Male,Yes,72,,No,415359,2,C,126
464029,Male,No,18,,No,441495,4,D,128
466056,Female,No,36,,Yes,458009,1,B,131
467130,Female,Yes,29,4,No,100000,3,A,35
465002,Female,Yes,88,63,Yes,200212,2,C,127
463155,Female,No,38,,Yes,165300,1,D,17
459651,Male,Yes,87,,Yes,230515,1,B,7
459961,Male,Yes,51,26,Yes,361692,3,A,53
466109,Male,Yes,51,26,Yes,517325,4,B,4
461543,Male,No,31,6,No,415615,2,A,145
459502,Female,Yes,47,22,Yes,356145,3,C,40
459864,Female,Yes,70,45,No,425535,2,A,21
460441,Male,No,31,6,No,143416,4,B,32
461942,Male,No,29,4,Yes,149823,6,D,118
462755,Female,No,20,,No,232069,1,D,12
465098,Female,No,41,,Yes,392837,1,A,72
459872,Male,Yes,68,43,No,530812,2,A,22
462053,Male,Yes,28,3,Yes,477987,2,B,19
467040,Male,No,32,7,Yes,247982,4,D,147
465079,Male,Yes,75,,Yes,193740,1,A,58
467697,Female,No,39,,Yes,185085,1,A,14
466555,Male,No,18,,No,244418,3,D,2
463457,Female,Yes,42,17,Yes,344774,2,B,35
462653,Male,Yes,48,23,Yes,467132,4,A,60
461390,Female,Yes,70,45,Yes,329406,2,C,11
460217,Male,Yes,45,20,Yes,228986,2,B,139
463684,Female,No,29,4,Yes,117077,4,A,14
463764,Male,Yes,50,25,Yes,590196,3,C,6
465310,Female,No,22,,No,134827,6,D,2
462489,Male,Yes,46,21,Yes,237016,2,C,148
465677,Male,Yes,39,14,No,284997,2,A,11
459737,Female,Yes,81,56,Yes,271215,2,C,4
465357,Female,Yes,49,24,Yes,487158,3,C,27
462159,Male,No,43,,Yes,267294,1,A,41
461747,Male,Yes,66,41,Yes,210678,2,B,2
465940,Female,No,53,28,Yes,355880,2,A,122
464323,Female,No,29,,Yes,323305,1,A,30
467248,Female,Yes,86,61,Yes,198656,2,C,130
463265,Male,Yes,70,45,Yes,343348,3,C,69
459946,Female,Yes,36,11,Yes,452434,2,B,50
463161,Male,No,35,10,Yes,221034,2,A,34
460790,Female,Yes,42,17,Yes,351465,2,C,85
463118,Female,Yes,49,24,Yes,217373,3,B,2
460864,Female,No,20,,No,238093,3,D,141
461039,Female,Yes,27,2,No,177789,9,D,111
460299,Male,Yes,56,,Yes,345429,1,B,44
462378,Male,Yes,67,,No,371902,1,B,52
463081,Female,Yes,51,,Yes,466216,1,B,31
460923,Male,Yes,49,24,Yes,216661,3,C,19
462120,Male,Yes,51,26,No,366237,3,A,83
463980,Female,No,26,1,Yes,471570,9,C,99
461464,Male,No,59,34,Yes,488897,3,B,34
466695,Female,Yes,31,,Yes,517114,1,A,17
465833,Male,Yes,43,18,No,254161,3,A,69
467490,Male,Yes,59,34,No,363399,5,B,104
459765,Female,No,35,,Yes,187432,1,A,1
467570,Male,No,18,,No,259417,1,D,88
464561,Female,No,48,23,Yes,690584,2,A,49
459409,Female,Yes,88,63,Yes,177775,2,B,29
462864,Female,No,30,5,Yes,331837,6,D,44
461009,Female,No,22,,No,301604,3,D,141
459117,Male,Yes,66,41,Yes,453973,2,C,126
464131,Female,Yes,81,56,No,152257,2,B,116
464079,Female,Yes,36,11,No,400280,2,A,90
462478,Male,Yes,30,5,No,252347,2,A,24
465375,Female,No,50,,Yes,125937,1,B,45
461637,Male,Yes,51,26,Yes,265638,2,B,16
459252,Male,Yes,66,41,Yes,238366,3,A,12
461438,Female,Yes,39,14,Yes,150957,2,C,140
463956,Female,No,28,3,No,599317,5,D,119
459682,Male,Yes,35,10,Yes,365544,3,A,1
459892,Female,Yes,50,,Yes,468726,1,A,122
467720,Male,No,27,2,Yes,420243,2,A,11
463148,Male,Yes,60,35,Yes,228757,5,C,113
460862,Male,Yes,52,27,No,551471,4,B,114
460382,Male,Yes,32,7,No,240472,3,D,9
461650,Female,Yes,42,,Yes,212320,1,B,89
467501,Male,No,48,23,Yes,613039,2,D,60
459486,Male,Yes,75,50,Yes,204854,2,A,47
467319,Male,No,26,1,Yes,100000,2,A,106
459604,Female,No,21,,No,213063,7,D,50
463554,Female,No,53,,No,475811,1,C,35
467652,Male,No,32,7,Yes,239552,3,D,40
465298,Female,Yes,56,31,Yes,296259,2,C,99
462494,Female,No,36,11,Yes,590910,4,D,40
467344,Male,Yes,83,58,Yes,150388,2,B,86
463442,Male,Yes,42,17,Yes,388458,2,D,19
467219,Female,Yes,66,41,No,189091,2,A,100
464360,Male,Yes,62,37,Yes,211111,2,B,1
462505,Male,Yes,40,15,No,426083,4,D,119
459914,Male,No,38,,Yes,381286,1,D,1
461255,Male,No,18,,No,181035,5,D,135
462360,Female,Yes,62,37,Yes,323269,2,C,13
466571,Male,No,23,,No,139219,4,D,7
465033,Female,Yes,56,31,Yes,132016,2,B,62
464575,Male,No,42,,Yes,427002,1,A,77
